Time stamp,Part Count,full,robot_moving,photoeye,auto_mode,enable,Machine State
Time stamp,Part Count,full,robot_moving,photoeye,auto_mode,enable,Machine State
Time stamp,Part Count,full,robot_moving,photoeye,auto_mode,enable,Machine State
Time stamp,Part Count,full,robot_moving,photoeye,auto_mode,enable,Machine State
Time stamp,Part Count,full,robot_moving,photoeye,auto_mode,enable,Machine State
Time stamp,Part Count,full,robot_moving,photoeye,auto_mode,enable,Machine State
Time stamp,Part Count,full,robot_moving,photoeye,auto_mode,enable,Machine State
Time stamp,Part Count,full,robot_moving,photoeye,auto_mode,enable,Machine State
Time stamp,Part Count,full,robot_moving,photoeye,auto_mode,enable,Machine State
Time stamp,Part Count,full,robot_moving,photoeye,auto_mode,enable,Machine State
Time stamp,Part Count,full,robot_moving,photoeye,auto_mode,enable,Machine State
Time stamp,Part Count,full,robot_moving,photoeye,auto_mode,enable,Machine State
2026-05-27T16:16:15,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:16,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:16,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:16,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:16,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:16,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:17,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:17,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:17,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:17,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:18,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:18,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:18,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:18,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:18,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:19,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:19,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:19,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:19,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:19,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:20,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:20,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:20,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:20,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:20,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:21,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:21,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:21,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:21,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:21,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:22,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:22,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:22,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:22,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:23,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:23,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:23,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:23,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:23,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:24,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:24,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:24,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:24,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:24,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:25,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:25,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:25,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:25,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:25,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:26,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:26,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:26,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:26,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:27,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:27,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:27,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:27,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:27,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:28,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:28,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:28,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:28,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:28,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:29,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:29,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:29,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:29,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:29,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:30,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:30,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:30,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:30,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:30,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:31,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:31,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:31,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:31,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:31,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:32,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:32,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:32,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:32,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:32,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:33,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:33,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:33,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:33,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:34,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:34,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:34,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:34,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:34,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:35,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:35,0,False,False,False,True,True,MACHINE READY
